X,Y,C
492,19,1
522,45,1
386,95,1
545,55,3
419,47,1
641,15,3
705,62,3
308,14,4
785,96,2
653,65,3
244,59,4
569,54,3
402,86,1
599,80,3
518,65,1
740,59,2
765,39,2
545,65,3
248,11,4
234,11,4
431,88,1
622,79,3
684,64,3
37,18,0
72,28,0
290,63,4
788,58,2
140,71,0
586,83,3
698,59,3
467,1,1
281,44,4
183,77,4
879,40,2
85,86,0
111,64,0
494,63,1
428,96,1
209,16,4
350,68,4
479,53,1
861,99,2
858,83,2
834,34,2
138,50,0
95,35,0
225,21,4
96,68,0
84,1,0
240,12,4
677,81,3
658,47,3
421,42,1
50,50,0
598,55,3
510,13,1
845,29,2
505,87,1
98,38,0
487,59,1
41,50,0
783,33,2
691,57,3
707,5,3
346,6,4
356,29,1
561,89,3
134,74,0
65,35,0
267,84,4
760,99,2
182,79,4
295,15,4
802,4,2
465,7,1
822,71,2
65,40,0
378,67,1
327,6,4
652,53,3
52,42,0
427,98,1
264,1,4
191,76,4
794,61,2
838,25,2
769,81,2
552,85,3
657,9,3
10,3,0
871,54,2
553,50,3
590,59,3
168,82,0
569,96,3
432,98,1
689,19,3
306,40,4
268,29,4
833,52,2
203,70,4
647,54,3
483,41,1
681,94,3
404,60,1
146,69,0
251,64,4
788,18,2
354,32,4
132,95,0
876,82,2
461,76,1
147,53,0
776,2,2
222,39,4
647,61,3
74,15,0
809,31,2
466,10,1
330,78,4
775,67,2
359,71,1
744,87,2
878,78,2
587,78,3
681,48,3
308,60,4
79,81,0
896,58,2
606,97,3
117,4,0
810,52,2
178,3,4
476,25,1
84,28,0
96,13,0
859,27,2
91,90,0
47,86,0
890,64,2
812,7,2
507,30,1
20,79,0
33,8,0
633,58,3
567,67,3
643,85,3
505,2,1
336,90,4
310,51,4
832,2,2
46,46,0
26,29,0
292,22,4
53,75,0
804,3,2
198,44,4
514,22,1
546,16,3
571,45,3
463,62,1
834,61,2
237,82,4
72,67,0
160,33,0
701,2,3
536,82,3
569,5,3
734,17,2
835,21,2
87,35,0
664,62,3
514,4,1
770,84,2
189,73,4
747,69,2
248,86,4
770,54,2
64,41,0
761,11,2
301,83,4
17,47,0
875,75,2
193,77,4
786,83,2
735,94,2
283,11,4
540,17,3
232,63,4
146,46,0
19,4,0
136,13,0
692,70,3
810,69,2
156,31,0
253,25,4
478,37,1
583,46,3
627,39,3
412,56,1
629,72,3
342,29,4
886,69,2
258,6,4
668,61,3
396,1,1
596,60,3
781,45,2
238,87,4
245,62,4
42,91,0
337,48,4
756,63,2
302,40,4
124,41,0
476,81,1
585,44,3
864,21,2
15,73,0
100,100,0
108,99,0
330,42,4
220,12,4
40,93,0
865,32,2
837,88,2
816,27,2
876,9,2
272,22,4
876,3,2
283,64,4
794,57,2
328,85,4
494,73,1
84,64,0
288,48,4
427,67,1
336,10,4
697,99,3
249,91,4
747,14,2
800,81,2
565,38,3
86,81,0
381,46,1
397,80,1
633,57,3
130,68,0
155,24,0
835,40,2
198,56,4
549,44,3
614,7,3
260,98,4
725,53,2
697,47,3
597,98,3
685,84,3
167,95,0
321,54,4
44,50,0
864,100,2
79,51,0
173,47,0
807,77,2
400,26,1
300,37,4
712,45,3
766,63,2
669,23,3
484,17,1
406,48,1
875,79,2
436,84,1
763,5,2
199,22,4
580,99,3
653,37,3
81,34,0
631,49,3
765,5,2
76,14,0
92,90,0
211,39,4
418,76,1
403,60,1
882,41,2
317,86,4
443,92,1
404,53,1
868,43,2
215,32,4
113,96,0
620,57,3
95,69,0
753,64,2
788,9,2
759,4,2
19,66,0
235,64,4
44,82,0
872,98,2
626,41,3
660,52,3
385,5,1
668,62,3
41,81,0
401,30,1
697,85,3
549,97,3
776,11,2
747,66,2
421,2,1
559,78,3
53,41,0
593,93,3
50,95,0
579,99,3
25,34,0
677,9,3
174,52,0
23,34,0
584,72,3
762,11,2
340,19,4
64,41,0
607,89,3
223,19,4
256,20,4
120,78,0
643,16,3
123,88,0
486,6,1
826,72,2
540,96,3
115,97,0
495,29,1
595,34,3
848,9,2
148,40,0
535,33,1
262,19,4
844,85,2
105,75,0
584,59,3
330,95,4
416,72,1
505,84,1
185,12,4
411,69,1
35,36,0
174,58,0
442,65,1
695,16,3
264,5,4
217,97,4
388,11,1
124,98,0
152,2,0
77,98,0
802,44,2
626,50,3
405,100,1
683,86,3
293,94,4
107,33,0
73,30,0
773,66,2
66,89,0
503,76,1
353,2,4
779,56,2
847,70,2
337,62,4
676,92,3
32,82,0
167,16,0
732,16,2
540,40,3
526,54,1
303,95,4
63,78,0
617,60,3
785,35,2
641,56,3
54,88,0
655,82,3
529,91,1
248,9,4
145,50,0
365,55,1
397,39,1
296,8,4
799,19,2
580,36,3
319,5,4
876,14,2
447,71,1
736,2,2
401,88,1
563,60,3
518,84,1
265,70,4
26,95,0
738,47,2
626,41,3
133,84,0
393,59,1
330,4,4
781,84,2
46,67,0
889,10,2
344,21,4
420,69,1
289,13,4
867,97,2
427,99,1
592,83,3
256,46,4
389,75,1
249,16,4
613,65,3
573,80,3
258,8,4
431,1,1
526,31,1
715,16,3
824,22,2
453,66,1
532,11,1
574,89,3
360,87,1
273,51,4
89,22,0
324,98,4
688,59,3
819,55,2
852,46,2
858,22,2
507,70,1
198,61,4
392,47,1
781,57,2
3,18,0
510,58,1
460,90,1
741,63,2
89,69,0
212,96,4
426,79,1
678,96,3
153,41,0
241,20,4
475,26,1
847,75,2
451,46,1
568,96,3
730,98,2
351,9,4
150,74,0
436,46,1
572,71,3
235,100,4
453,86,1
492,53,1
584,87,3
742,69,2
737,51,2
392,1,1
240,98,4
401,37,1
312,26,4
143,64,0
602,84,3
205,82,4
808,77,2
281,24,4
20,92,0
650,45,3
133,6,0
872,45,2
786,11,2
262,66,4
872,35,2
648,81,3
828,6,2
858,61,2
249,6,4
759,4,2
382,84,1
169,6,0
816,14,2
473,44,1
385,24,1
819,100,2
472,61,1
339,30,4
210,97,4
562,60,3
889,94,2
452,17,1
717,78,3
888,7,2
892,29,2
183,44,4
258,96,4
35,31,0
5,54,0
692,73,3
261,46,4
354,90,4
470,32,1
737,59,2
351,8,4
302,90,4
269,27,4
688,52,3
644,17,3
433,13,1
225,31,4
509,1,1
656,4,3
438,17,1
371,12,1
873,92,2
39,46,0
124,4,0
28,89,0
398,55,1
635,46,3
185,49,4
650,47,3
761,100,2
736,14,2
637,97,3
740,21,2
285,4,4
467,1,1
114,16,0
502,82,1
737,36,2
88,19,0
289,56,4
394,21,1
205,95,4
777,76,2
149,57,0
667,100,3
607,57,3
631,57,3
669,93,3
285,61,4
742,88,2
512,24,1
483,68,1
179,83,4
753,73,2
206,54,4
722,60,2
799,56,2
185,54,4
763,50,2
481,23,1
586,33,3
277,45,4
620,3,3
116,9,0
33,56,0
736,7,2
37,19,0
301,98,4
427,99,1
723,46,2
216,5,4
367,37,1
619,58,3
536,61,3
387,73,1
852,62,2
679,23,3
589,50,3
796,56,2
850,23,2
57,13,0
91,94,0
187,52,4
410,72,1
541,13,3
3,16,0
617,11,3
600,80,3
725,24,2
102,78,0
120,76,0
544,74,3
816,70,2
493,83,1
893,52,2
429,13,1
757,89,2
484,32,1
717,10,3
602,69,3
545,77,3
7,20,0
171,67,0
528,66,1
776,63,2
316,60,4
330,39,4
404,28,1
641,97,3
329,24,4
107,24,0
64,63,0
105,9,0
218,68,4
64,38,0
234,65,4
725,93,2
684,14,3
363,47,1
60,56,0
302,78,4
426,100,1
525,75,1
588,93,3
110,87,0
861,52,2
428,37,1
3,90,0
563,58,3
219,44,4
697,3,3
725,75,2
52,26,0
640,63,3
393,29,1
595,41,3
657,89,3
441,36,1
625,82,3
624,17,3
19,98,0
743,2,2
321,9,4
826,59,2
53,8,0
737,91,2
629,10,3
525,33,1
223,36,4
230,72,4
192,70,4
736,57,2
787,98,2
98,16,0
879,21,2
682,72,3
87,74,0
819,55,2
553,75,3
549,72,3
716,87,3
546,76,3
134,29,0
137,91,0
450,61,1
465,4,1
543,34,3
224,44,4
550,97,3
852,79,2
685,50,3
880,97,2
358,91,1
120,95,0
400,22,1
729,37,2
297,4,4
631,67,3
294,31,4
252,17,4
535,48,1
819,80,2
416,59,1
61,50,0
226,54,4
90,48,0
724,31,2
301,97,4
385,45,1
56,64,0
391,42,1
846,57,2
489,99,1
623,78,3
501,77,1
688,52,3
822,83,2
105,60,0
783,14,2
536,23,3
889,50,2
128,58,0
840,55,2
208,17,4
77,74,0
177,9,0
476,25,1
526,26,1
406,88,1
429,24,1
246,30,4
236,43,4
177,80,0
761,60,2
312,67,4
446,88,1
635,19,3
568,85,3
733,16,2
792,2,2
264,61,4
82,32,0
73,9,0
352,67,4
802,26,2
485,73,1
633,19,3
355,20,4
441,64,1
453,70,1
317,45,4
672,13,3
64,30,0
586,45,3
549,98,3
859,29,2
260,100,4
577,81,3
170,48,0
17,19,0
712,49,3
892,32,2
221,37,4
332,92,4
277,8,4
514,62,1
397,69,1
640,50,3
232,5,4
847,82,2
884,63,2
886,49,2
496,89,1
599,46,3
277,83,4
85,81,0
63,12,0
421,59,1
443,9,1
757,65,2
121,94,0
297,33,4
179,47,4
628,51,3
264,70,4
352,96,4
359,28,1
27,95,0
432,52,1
385,16,1
120,51,0
340,97,4
530,86,1
824,49,2
185,87,4
766,87,2
608,17,3
813,93,2
218,7,4
221,82,4
253,20,4
724,19,2
190,4,4
281,44,4
527,98,1
752,47,2
512,25,1
120,49,0
45,63,0
857,35,2
41,67,0
675,37,3
331,74,4
113,37,0
461,84,1
789,95,2
65,58,0
229,83,4
770,61,2
662,14,3
871,19,2
728,94,2
147,75,0
396,93,1
137,50,0
864,97,2
478,99,1
887,11,2
757,16,2
462,98,1
495,56,1
351,4,4
410,55,1
15,63,0
295,82,4
442,97,1
724,89,2
796,72,2
723,32,2
534,56,1
660,46,3
133,30,0
257,81,4
348,58,4
486,33,1
460,28,1
435,71,1
835,60,2
676,15,3
292,51,4
310,90,4
783,7,2
797,18,2
337,16,4
309,70,4
802,45,2
368,98,1
174,4,0
676,14,3
324,23,4
754,23,2
359,71,1
305,41,4
46,69,0
391,1,1
191,61,4
306,37,4
269,21,4
405,95,1
874,26,2
428,65,1
91,72,0
299,12,4
86,32,0
358,23,1
531,40,1
692,17,3
328,65,4
363,87,1
382,96,1
230,94,4
784,41,2
554,30,3
847,44,2
641,80,3
792,47,2
758,61,2
66,63,0
128,83,0
823,93,2
792,6,2
897,11,2
605,17,3
703,37,3
645,27,3
384,42,1
654,17,3
632,91,3
108,64,0
317,35,4
259,21,4
553,4,3
804,38,2
225,44,4
502,78,1
816,28,2
661,9,3
597,38,3
304,46,4
150,68,0
169,44,0
795,74,2
133,98,0
886,40,2
221,34,4
443,56,1
827,83,2
270,55,4
357,13,1
853,89,2
888,51,2
64,87,0
209,42,4
438,40,1
568,69,3
835,99,2
864,70,2
768,51,2
889,87,2
607,76,3
597,11,3
450,19,1
105,47,0
285,79,4
276,14,4
275,87,4
567,89,3
218,5,4
4,33,0
638,16,3
65,87,0
892,72,2
406,65,1
863,42,2
759,76,2
578,79,3
722,4,2
577,14,3
352,16,4
222,41,4
839,75,2
676,72,3
439,35,1
365,47,1
744,18,2
585,45,3
198,11,4
737,5,2
731,69,2
250,52,4
700,30,3
367,22,1
72,19,0
293,6,4
323,92,4
137,45,0
70,65,0
148,35,0
608,89,3
341,57,4
622,73,3
224,80,4
21,58,0
402,37,1
636,36,3
185,68,4
613,79,3
676,100,3
649,11,3
877,27,2
214,40,4
649,36,3
538,73,3
250,58,4
837,29,2
504,16,1
427,42,1
562,37,3
267,62,4
503,48,1
459,38,1
692,63,3
324,60,4
344,14,4
841,84,2
776,96,2
188,3,4
34,62,0
422,41,1
727,13,2
738,91,2
263,20,4
672,85,3
433,67,1
134,51,0
20,14,0
247,77,4
743,57,2
899,1,2
357,8,1
474,32,1
35,65,0
143,98,0
692,34,3
277,42,4
455,7,1
556,3,3
371,80,1
283,68,4
87,2,0
685,74,3
196,17,4
531,51,1
420,98,1
580,6,3
345,31,4
855,22,2
848,12,2
729,57,2
841,86,2
472,32,1
46,14,0
154,97,0
513,78,1
502,76,1
299,90,4
186,37,4
149,20,0
709,81,3
715,43,3
771,4,2
280,58,4
799,82,2
45,5,0
844,94,2
391,46,1
145,32,0
359,92,1
186,40,4
293,6,4
762,19,2
203,91,4
422,22,1
455,11,1
455,53,1
11,68,0
791,89,2
309,92,4
446,33,1
872,69,2
311,86,4
357,86,1
130,79,0
732,38,2
424,96,1
59,90,0
690,39,3
745,32,2
30,8,0
608,94,3
587,67,3
603,73,3
677,60,3
363,14,1
739,83,2
877,5,2
636,86,3
209,80,4
355,59,4
180,88,4
78,39,0
837,72,2
290,31,4
427,29,1
63,32,0
574,48,3
84,45,0
458,81,1
38,24,0
758,73,2
49,39,0
38,48,0
423,69,1
600,56,3
172,29,0
126,43,0
536,44,3
788,73,2
755,60,2
288,60,4
550,1,3
16,26,0
868,15,2
649,88,3
560,10,3
232,72,4
732,23,2
746,99,2
820,61,2
84,32,0
748,48,2
184,25,4
48,5,0
258,77,4
704,84,3
406,74,1
379,74,1
733,46,2
427,78,1
514,87,1
367,32,1
766,36,2
264,90,4
40,100,0
298,46,4
343,94,4
637,50,3
490,56,1
267,95,4
636,33,3
44,68,0
711,5,3
481,15,1
883,32,2
283,91,4
565,3,3
588,39,3
130,2,0
394,91,1
346,18,4
839,57,2
22,85,0
846,14,2
68,66,0
170,67,0
729,58,2
796,12,2
143,82,0
4,69,0
641,54,3
149,43,0
582,99,3
85,91,0
491,39,1
218,72,4
231,80,4
882,70,2
262,69,4
666,10,3
138,17,0
406,78,1
458,26,1
797,40,2
252,32,4
741,96,2
556,93,3
585,15,3
711,43,3
169,49,0
796,31,2
144,8,0
830,82,2
489,12,1
800,79,2
819,83,2
640,73,3
813,98,2
177,14,0
434,96,1
482,52,1
464,45,1
899,78,2
106,97,0
215,39,4
655,79,3
261,64,4
56,49,0
45,61,0
350,64,4
815,63,2
384,8,1
894,46,2
402,32,1
775,73,2
732,52,2
254,20,4
268,27,4
769,63,2
426,58,1
142,13,0
34,13,0
293,5,4
122,65,0
647,71,3
4,93,0
877,75,2
253,55,4
588,6,3
273,67,4
115,88,0
761,22,2
312,10,4
807,13,2
45,35,0
256,46,4
52,90,0
712,26,3
59,48,0
449,16,1
280,56,4
31,66,0
587,27,3
741,9,2
889,7,2
482,26,1
712,39,3
79,1,0
583,60,3
394,4,1
220,21,4
564,98,3
582,43,3
471,52,1
576,6,3
608,78,3
380,81,1
411,87,1
672,95,3
222,18,4
378,78,1
93,35,0
790,45,2
70,20,0
514,34,1
738,55,2
864,99,2
789,8,2
729,18,2
30,18,0
43,82,0
34,34,0
9,15,0
135,35,0
529,76,1
334,14,4
128,34,0
483,58,1
438,89,1
499,10,1
555,61,3
215,73,4
580,7,3
403,24,1
454,37,1
495,83,1
276,51,4
306,30,4
481,59,1
46,53,0
613,14,3
271,51,4
415,92,1
718,36,2
718,17,2
342,66,4
781,37,2
672,7,3
620,91,3
324,69,4
601,36,3
447,88,1
884,17,2
321,11,4
691,73,3
891,30,2
711,58,3
261,9,4
585,39,3
813,77,2
569,50,3
311,10,4
234,82,4
377,41,1
596,95,3
588,61,3
196,15,4
395,35,1
372,34,1
89,100,0
288,19,4
506,53,1
810,13,2
335,95,4
851,4,2
665,85,3
705,27,3
310,63,4
383,61,1
369,23,1
114,44,0
562,21,3
93,21,0
166,59,0
348,32,4
611,71,3
841,49,2
539,65,3
340,98,4
513,6,1
784,19,2
345,99,4
484,36,1
532,100,1
141,42,0
482,28,1
560,31,3
376,21,1
492,57,1
507,76,1
362,32,1
768,10,2
274,34,4
751,73,2
223,20,4
704,33,3
37,37,0
876,43,2
756,78,2
762,22,2
877,69,2
300,68,4
708,43,3
78,15,0
588,13,3
120,45,0
571,27,3
62,43,0
137,59,0
818,42,2
579,38,3
833,99,2
834,37,2
478,35,1
333,13,4
668,39,3
570,65,3
654,98,3
764,35,2
269,31,4
801,7,2
280,90,4
668,36,3
616,26,3
810,60,2
729,35,2
571,14,3
535,78,1
205,88,4
549,16,3
284,83,4
483,94,1
196,70,4
815,78,2
289,91,4
469,13,1
836,60,2
675,74,3
263,71,4
288,22,4
522,19,1
296,52,4
488,16,1
624,76,3
465,44,1
628,67,3
228,48,4
653,56,3
59,44,0
330,28,4
437,52,1
74,51,0
825,21,2
656,94,3
781,56,2
885,44,2
464,59,1
519,23,1
20,83,0
422,32,1
49,82,0
632,29,3
637,40,3
70,46,0
507,71,1
543,75,3
373,89,1
59,91,0
444,75,1
289,65,4
781,99,2
562,64,3
283,6,4
440,98,1
779,3,2
879,6,2
500,18,1
232,100,4
175,13,0
868,46,2
107,92,0
221,74,4
566,37,3
306,27,4
88,95,0
787,44,2
64,87,0
340,12,4
664,38,3
263,79,4
216,12,4
22,26,0
694,57,3
61,80,0
830,7,2
710,2,3
858,49,2
673,10,3
208,67,4
754,49,2
861,51,2
356,45,1
217,60,4
544,29,3
279,63,4
620,11,3
10,15,0
45,11,0
426,38,1
303,51,4
253,26,4
171,93,0
53,8,0
178,73,4
60,42,0
399,95,1
740,39,2
869,61,2
853,4,2
712,90,3
457,96,1
611,62,3
703,65,3
415,15,1
488,96,1
606,100,3
831,45,2
410,30,1
740,24,2
585,49,3
575,34,3
16,39,0
342,4,4
7,21,0
569,8,3
737,54,2
652,19,3
447,46,1
505,98,1
4,1,0
634,73,3
520,82,1
356,59,1
431,58,1
261,15,4
694,36,3
878,87,2
323,3,4
315,87,4
394,42,1
621,93,3
482,50,1
518,80,1
272,4,4
302,4,4
371,95,1
718,8,2
735,83,2
397,12,1
645,59,3
850,32,2
29,12,0
799,49,2
501,27,1
864,3,2
602,76,3
212,39,4
433,100,1
832,53,2
364,74,1
19,2,0
258,45,4
244,53,4
808,76,2
300,14,4
729,89,2
328,37,4
689,59,3
732,12,2
36,93,0
232,24,4
313,71,4
792,84,2
422,39,1
31,52,0
691,37,3
293,26,4
754,77,2
718,55,2
327,51,4
464,76,1
301,50,4
222,18,4
673,11,3
623,92,3
689,76,3
162,95,0
615,1,3
883,27,2
449,15,1
826,93,2
652,26,3
430,52,1
778,97,2
265,98,4
558,17,3
893,2,2
306,81,4
196,91,4
296,48,4
863,71,2
262,23,4
398,87,1
239,28,4
107,34,0
856,16,2
375,33,1
871,67,2
662,92,3
579,16,3
100,77,0
163,79,0
541,27,3
410,3,1
528,12,1
822,87,2
151,77,0
652,48,3
311,85,4
61,75,0
583,8,3
731,26,2
450,60,1
406,20,1
353,93,4
316,89,4
84,47,0
243,97,4
671,7,3
6,62,0
66,68,0
720,62,2
276,11,4
24,67,0
177,6,0
650,21,3
841,51,2
353,37,4
820,25,2
545,44,3
342,40,4
152,2,0
149,70,0
141,88,0
348,79,4
479,18,1
556,40,3
874,92,2
523,53,1
471,10,1
655,95,3
188,91,4
319,1,4
217,77,4
488,53,1
22,83,0
385,66,1
860,76,2
709,10,3
711,2,3
786,35,2
712,9,3
824,40,2
87,92,0
735,11,2
649,65,3
556,88,3
724,72,2
846,68,2
318,56,4
272,66,4
778,80,2
266,26,4
325,53,4
810,80,2
491,11,1
96,68,0
561,9,3
138,9,0
262,20,4
225,5,4
610,25,3
570,1,3
755,100,2
417,18,1
805,2,2
325,56,4
107,4,0
118,90,0
28,67,0
900,72,2
301,81,4
394,62,1
104,63,0
386,34,1
612,100,3
892,84,2
53,46,0
311,3,4
546,27,3
704,14,3
718,32,2
407,47,1
684,13,3
568,46,3
273,45,4
687,2,3
873,68,2
352,86,4
671,84,3
545,68,3
221,32,4
241,99,4
696,27,3
659,87,3
147,17,0
54,78,0
290,29,4
755,90,2
320,51,4
840,43,2
802,50,2
459,33,1
264,20,4
441,68,1
615,50,3
434,6,1
893,51,2
613,92,3
234,72,4
403,90,1
547,92,3
22,23,0
352,87,4
576,98,3
527,72,1
314,88,4
485,6,1
618,46,3
268,33,4
696,84,3
586,48,3
231,23,4
44,28,0
668,46,3
43,42,0
361,13,1
126,27,0
213,47,4
442,72,1
336,70,4
28,38,0
289,45,4
31,18,0
856,86,2
18,91,0
831,82,2
865,69,2
763,65,2
625,77,3
315,1,4
517,95,1
425,57,1
105,63,0
635,70,3
299,13,4
844,18,2
662,39,3
8,83,0
620,45,3
88,78,0
791,14,2
111,98,0
223,58,4
232,81,4
751,11,2
353,4,4
241,5,4
707,61,3
776,53,2
533,17,1
228,13,4
199,78,4
385,31,1
5,85,0
877,73,2
689,60,3
20,78,0
52,91,0
755,35,2
397,56,1
285,37,4
564,87,3
744,78,2
147,52,0
6,21,0
330,78,4
652,69,3
57,30,0
441,52,1
514,68,1
841,62,2
447,99,1
645,86,3
793,93,2
856,56,2
285,70,4
249,67,4
526,41,1
704,20,3
378,89,1
104,79,0
584,88,3
624,42,3
484,38,1
870,39,2
342,31,4
580,44,3
392,83,1
509,75,1
286,70,4
78,96,0
251,53,4
310,52,4
791,9,2
594,71,3
242,35,4
847,9,2
449,94,1
831,22,2
533,37,1
624,45,3
878,47,2
135,37,0
203,11,4
104,8,0
870,65,2
626,35,3
354,35,4
785,22,2
259,82,4
756,97,2
489,59,1
554,82,3
51,65,0
464,81,1
393,27,1
168,36,0
285,43,4
12,59,0
49,48,0
863,76,2
560,1,3
696,95,3
420,36,1
759,6,2
897,36,2
418,23,1
680,24,3
734,90,2
778,16,2
400,75,1
512,71,1
747,15,2
298,84,4
679,73,3
195,77,4
558,69,3
718,45,2
629,61,3
44,36,0
858,19,2
683,92,3
788,28,2
477,25,1
161,77,0
215,57,4
312,99,4
333,93,4
86,74,0
270,96,4
809,11,2
99,48,0
529,82,1
131,86,0
431,96,1
73,34,0
206,19,4
696,42,3
709,28,3
775,15,2
47,88,0
152,80,0
150,35,0
471,31,1
6,86,0
216,52,4
251,27,4
69,97,0
557,47,3
626,11,3
74,52,0
240,76,4
381,92,1
251,63,4
354,31,4
136,72,0
353,21,4
237,7,4
868,86,2
703,25,3
556,26,3
434,7,1
858,32,2
49,29,0
896,11,2
501,26,1
251,75,4
503,7,1
75,70,0
67,3,0
706,82,3
174,96,0
880,41,2
446,51,1
352,70,4
200,74,4
98,97,0
436,40,1
221,73,4
871,78,2
279,79,4
364,54,1
12,91,0
562,8,3
788,6,2
581,65,3
869,16,2
567,9,3
421,13,1
141,72,0
568,70,3
145,20,0
891,81,2
450,33,1
49,59,0
370,99,1
492,74,1
671,70,3
712,97,3
898,26,2
38,47,0
85,97,0
397,95,1
127,34,0
163,9,0
452,98,1
494,75,1
337,88,4
693,5,3
40,6,0
709,56,3
592,66,3
243,33,4
661,66,3
658,15,3
14,95,0
512,99,1
50,44,0
658,25,3
836,10,2
122,10,0
624,57,3
458,13,1
82,80,0
253,21,4
527,18,1
428,23,1
839,68,2
305,10,4
733,58,2
634,8,3
191,77,4
693,67,3
744,49,2
693,95,3
622,79,3
110,77,0
387,43,1
610,95,3
539,48,3
777,82,2
568,89,3
546,55,3
527,36,1
126,18,0
644,22,3
475,51,1
771,15,2
653,37,3
613,46,3
882,37,2
120,57,0
212,48,4
157,78,0
293,68,4
488,24,1
380,74,1
748,4,2
298,48,4
483,11,1
758,90,2
841,92,2
175,57,0
66,17,0
735,37,2
737,54,2
192,77,4
135,4,0
366,58,1
122,53,0
266,46,4
296,52,4
897,69,2
883,97,2
670,84,3
705,51,3
399,53,1
81,95,0
531,47,1
293,75,4
129,8,0
760,1,2
769,59,2
148,88,0
82,87,0
77,18,0
277,82,4
652,87,3
313,16,4
527,23,1
295,7,4
100,56,0
847,23,2
829,45,2
482,78,1
484,65,1
261,57,4
30,80,0
160,59,0
899,46,2
533,16,1
469,98,1
236,45,4
158,42,0
812,71,2
787,87,2
844,67,2
383,32,1
676,46,3
476,87,1
150,98,0
327,83,4
637,77,3
874,82,2
332,88,4
897,84,2
523,22,1
664,64,3
74,73,0
896,94,2
457,38,1
425,61,1
276,52,4
299,93,4
83,17,0
807,46,2
789,51,2
787,38,2
221,37,4
561,38,3
171,90,0
678,80,3
23,89,0
717,76,3
438,71,1
505,32,1
360,8,1
499,94,1
664,100,3
86,22,0
451,35,1
564,63,3
693,27,3
757,39,2
597,7,3
42,32,0
713,30,3
829,70,2
556,88,3
318,25,4
658,34,3
263,52,4
185,76,4
133,75,0
339,86,4
662,81,3
207,54,4
701,55,3
758,58,2
171,50,0
361,38,1
13,96,0
808,82,2
327,89,4
774,69,2
44,81,0
771,96,2
726,32,2
260,90,4
690,18,3
467,21,1
873,83,2
825,44,2
404,60,1
348,48,4
437,5,1
856,79,2
900,44,2
27,100,0
565,96,3
224,97,4
718,75,2
885,79,2
507,92,1
656,84,3
660,84,3
418,93,1
474,23,1
544,67,3
142,19,0
521,17,1
234,76,4
558,28,3
674,63,3
179,27,4
616,9,3
900,98,2
682,56,3
843,96,2
291,96,4
190,8,4
273,84,4
484,15,1
685,56,3
521,36,1
837,87,2
439,90,1
641,94,3
534,23,1
173,45,0
29,84,0
850,56,2
665,58,3
422,31,1
367,48,1
568,12,3
428,46,1
127,36,0
209,69,4
507,23,1
235,93,4
417,44,1
743,28,2
608,65,3
544,66,3
211,84,4
11,95,0
803,39,2
192,45,4
615,97,3
44,100,0
620,59,3
640,62,3
633,94,3
686,100,3
443,86,1
272,79,4
592,30,3
711,99,3
575,58,3
227,49,4
526,60,1
599,91,3
348,43,4
733,55,2
784,74,2
77,54,0
263,78,4
197,46,4
311,57,4
331,10,4
187,65,4
705,86,3
143,82,0
38,66,0
12,26,0
853,3,2
107,56,0
130,43,0
751,75,2
891,98,2
756,43,2
497,71,1
523,72,1
696,70,3
431,39,1
291,76,4
483,54,1
37,42,0
863,53,2
489,50,1
447,38,1
310,23,4
863,70,2
523,38,1
208,93,4
166,50,0
582,81,3
64,68,0
318,88,4
193,58,4
605,91,3
439,16,1
362,1,1
719,1,2
890,35,2
167,49,0
530,70,1
800,60,2
108,45,0
669,33,3
175,21,0
117,87,0
835,33,2
480,80,1
794,74,2
858,69,2
208,52,4
462,33,1
515,23,1
233,70,4
850,17,2
403,4,1
372,100,1
391,85,1
605,17,3
7,96,0
301,6,4
149,57,0
163,72,0
633,79,3
79,3,0
36,41,0
740,100,2
294,93,4
523,96,1
807,94,2
829,34,2
847,55,2
96,53,0
310,54,4
94,26,0
749,17,2
45,47,0
15,19,0
225,3,4
624,79,3
720,17,2
453,84,1
339,55,4
714,38,3
742,22,2
261,60,4
223,22,4
66,68,0
881,40,2
182,79,4
772,82,2
537,69,3
371,82,1
593,42,3
734,61,2
466,7,1
233,74,4
873,61,2
760,69,2
338,76,4
105,24,0
94,21,0
411,58,1
187,31,4
378,9,1
758,88,2
280,100,4
814,68,2
776,16,2
791,62,2
103,71,0
843,54,2
801,71,2
841,33,2
58,67,0
815,45,2
743,41,2
176,11,0
145,35,0
675,22,3
615,24,3
455,60,1
416,30,1
123,24,0
742,100,2
731,73,2
280,51,4
357,13,1
290,99,4
128,87,0
676,89,3
204,54,4
731,81,2
122,93,0
613,18,3
307,94,4
665,41,3
142,56,0
111,5,0
323,79,4
874,45,2
408,71,1
620,72,3
143,24,0
220,26,4
597,73,3
407,75,1
158,52,0
144,26,0
668,28,3
422,80,1
857,19,2
537,96,3
305,22,4
803,68,2
116,97,0
759,4,2
873,20,2
340,43,4
462,46,1
805,80,2
569,44,3
252,46,4
578,30,3
275,63,4
887,26,2
107,42,0
510,17,1
876,90,2
566,81,3
640,15,3
605,94,3
164,60,0
819,88,2
260,2,4
341,12,4
21,7,0
109,63,0
299,67,4
35,63,0
278,29,4
694,46,3
589,6,3
748,35,2
632,58,3
822,96,2
21,82,0
18,70,0
551,12,3
578,6,3
41,17,0
839,100,2
559,22,3
609,53,3
153,7,0
375,16,1
206,59,4
131,23,0
8,92,0
588,61,3
771,57,2
751,59,2
