X,Y,C
893,69,4
387,43,0
105,22,3
525,70,0
779,61,4
595,92,2
244,33,1
724,68,4
392,47,0
820,40,4
416,44,0
806,95,4
254,45,1
90,78,3
615,37,2
733,43,4
528,62,0
724,40,4
468,88,0
319,4,1
885,90,4
808,4,4
460,75,0
129,4,3
653,95,2
867,51,4
260,80,1
721,91,2
566,80,2
687,56,2
324,69,1
3,87,3
371,45,0
74,81,3
470,38,0
453,46,0
900,16,4
152,93,3
250,89,1
755,32,4
461,59,0
656,54,2
893,100,4
201,91,1
69,59,3
670,81,2
876,65,4
279,92,1
444,54,0
425,62,0
29,14,3
511,54,0
549,4,2
86,83,3
246,38,1
418,83,0
535,29,0
2,56,3
636,65,2
325,58,1
154,41,3
491,42,0
488,52,0
522,93,0
241,58,1
757,23,4
44,66,3
812,51,4
465,42,0
575,96,2
669,47,2
33,96,3
334,62,1
341,34,1
715,39,2
647,96,2
27,2,3
121,89,3
694,73,2
499,47,0
323,24,1
328,53,1
163,53,3
865,24,4
351,67,1
394,70,0
429,32,0
543,6,0
212,13,1
275,76,1
781,34,4
154,11,3
809,31,4
773,16,4
165,32,3
148,53,3
329,24,1
579,57,2
235,1,1
382,93,0
508,47,0
151,16,3
374,63,0
106,53,3
815,68,4
737,35,4
491,52,0
531,79,0
638,29,2
779,34,4
516,21,0
219,83,1
206,10,1
231,5,1
670,97,2
383,94,0
203,71,1
428,85,0
105,81,3
240,80,1
498,28,0
182,49,3
786,37,4
433,15,0
515,33,0
119,33,3
76,79,3
161,82,3
31,47,3
844,48,4
407,60,0
711,49,2
689,13,2
539,16,0
184,23,1
681,69,2
703,87,2
375,77,0
579,64,2
679,18,2
793,93,4
68,49,3
499,13,0
721,54,2
861,25,4
784,36,4
150,37,3
191,86,1
504,90,0
809,66,4
10,4,3
419,60,0
695,7,2
305,67,1
30,35,3
776,88,4
357,42,1
390,95,0
32,67,3
68,62,3
459,86,0
37,95,3
544,42,2
685,95,2
521,70,0
757,8,4
541,78,0
866,94,4
29,14,3
256,29,1
697,72,2
697,67,2
677,21,2
300,70,1
674,54,2
734,76,4
850,31,4
862,29,4
557,87,2
823,23,4
599,3,2
878,36,4
780,62,4
481,47,0
501,82,0
294,79,1
854,43,4
847,36,4
790,46,4
322,2,1
786,71,4
40,100,3
786,19,4
247,41,1
627,56,2
460,50,0
694,61,2
566,87,2
653,46,2
459,11,0
124,98,3
152,83,3
312,92,1
116,20,3
13,25,3
814,37,4
194,79,1
795,56,4
89,56,3
514,26,0
823,41,4
366,35,0
78,87,3
523,76,0
131,50,3
115,69,3
399,69,0
234,65,1
626,29,2
59,41,3
847,95,4
378,35,0
182,96,3
597,41,2
732,74,4
566,100,2
108,10,3
740,37,4
463,96,0
804,91,4
828,75,4
503,93,0
199,77,1
817,95,4
256,46,1
774,78,4
610,4,2
57,30,3
398,66,0
269,48,1
127,32,3
810,13,4
560,30,2
230,78,1
782,4,4
52,19,3
777,59,4
872,72,4
104,40,3
157,27,3
753,3,4
517,53,0
200,70,1
567,63,2
29,70,3
430,18,0
191,21,1
110,78,3
216,34,1
140,59,3
335,76,1
32,92,3
331,40,1
240,40,1
342,43,1
120,68,3
673,31,2
380,52,0
308,85,1
693,25,2
665,39,2
157,40,3
349,35,1
650,28,2
542,69,0
453,46,0
798,31,4
15,78,3
648,97,2
847,19,4
34,55,3
298,17,1
832,72,4
405,73,0
677,21,2
500,14,0
288,58,1
426,79,0
729,41,4
821,43,4
423,84,0
203,34,1
826,69,4
635,92,2
718,9,2
892,86,4
181,60,3
586,92,2
255,24,1
605,72,2
490,94,0
283,10,1
53,49,3
748,67,4
344,69,1
808,77,4
218,95,1
259,19,1
214,18,1
891,44,4
768,60,4
359,97,1
558,78,2
603,8,2
363,20,1
79,12,3
613,98,2
839,50,4
440,74,0
62,60,3
259,52,1
815,41,4
483,15,0
605,98,2
198,43,1
664,21,2
454,64,0
546,26,2
478,87,0
443,79,0
876,2,4
35,90,3
734,84,4
205,2,1
639,100,2
77,8,3
855,66,4
230,45,1
16,61,3
153,6,3
790,46,4
345,78,1
755,75,4
682,10,2
90,96,3
634,1,2
582,90,2
683,74,2
303,41,1
896,39,4
437,30,0
547,66,2
98,34,3
774,12,4
486,96,0
267,75,1
835,3,4
454,31,0
43,53,3
787,8,4
5,49,3
417,11,0
666,25,2
279,11,1
592,75,2
850,33,4
487,93,0
505,47,0
178,36,3
31,49,3
706,56,2
438,59,0
764,9,4
419,52,0
375,43,0
249,82,1
134,73,3
325,75,1
292,12,1
574,81,2
211,76,1
501,80,0
520,45,0
79,34,3
550,48,2
844,35,4
589,80,2
831,39,4
784,74,4
82,75,3
336,42,1
7,22,3
777,11,4
597,80,2
846,3,4
162,28,3
473,33,0
328,27,1
349,38,1
764,98,4
866,36,4
494,72,0
838,91,4
79,5,3
411,77,0
846,47,4
864,23,4
793,83,4
237,32,1
874,96,4
610,65,2
295,87,1
361,90,1
291,32,1
119,94,3
585,94,2
487,41,0
834,31,4
590,23,2
749,19,4
64,80,3
307,8,1
842,18,4
658,75,2
553,8,2
126,44,3
342,30,1
40,51,3
395,7,0
579,9,2
713,7,2
294,61,1
362,57,1
575,18,2
163,31,3
85,28,3
31,47,3
562,32,2
829,47,4
664,57,2
65,67,3
25,94,3
404,62,0
191,58,1
685,7,2
764,32,4
125,39,3
160,72,3
560,56,2
85,22,3
215,73,1
258,11,1
842,4,4
329,62,1
392,43,0
773,4,4
552,34,2
211,9,1
262,19,1
233,80,1
762,84,4
47,8,3
488,69,0
591,61,2
445,13,0
304,2,1
254,14,1
565,51,2
33,95,3
661,25,2
547,37,2
90,97,3
285,69,1
341,56,1
890,84,4
53,65,3
301,45,1
639,1,2
322,28,1
582,74,2
531,59,0
896,70,4
78,63,3
809,4,4
214,14,1
440,60,0
252,43,1
80,2,3
236,93,1
214,58,1
776,49,4
372,77,0
58,79,3
724,7,4
212,39,1
445,18,0
225,26,1
460,47,0
754,87,4
306,90,1
719,65,2
514,13,0
881,40,4
734,56,4
438,36,0
467,50,0
493,29,0
620,52,2
247,95,1
509,51,0
881,77,4
65,75,3
210,69,1
345,64,1
109,54,3
550,38,2
674,53,2
114,61,3
527,76,0
564,51,2
441,42,0
422,92,0
829,56,4
732,20,4
17,70,3
47,88,3
812,75,4
168,67,3
371,89,0
229,87,1
722,100,2
262,62,1
783,15,4
324,26,1
789,62,4
641,87,2
190,68,1
252,46,1
428,10,0
380,16,0
773,30,4
873,33,4
890,47,4
498,78,0
369,22,0
105,42,3
467,14,0
250,91,1
406,96,0
128,100,3
331,94,1
778,38,4
304,40,1
506,67,0
610,20,2
699,54,2
207,48,1
417,91,0
572,2,2
816,90,4
461,63,0
878,96,4
470,46,0
75,79,3
787,64,4
167,29,3
740,95,4
189,69,1
231,71,1
356,89,1
84,11,3
118,24,3
643,58,2
828,88,4
5,85,3
276,17,1
481,2,0
435,15,0
481,8,0
151,15,3
269,44,1
757,31,4
33,87,3
122,20,3
125,73,3
815,90,4
58,36,3
190,90,1
455,66,0
796,4,4
598,10,2
93,87,3
851,54,4
476,55,0
337,65,1
255,27,1
558,24,2
308,5,1
477,54,0
753,96,4
79,75,3
287,92,1
828,11,4
376,22,0
59,69,3
114,17,3
175,1,3
206,18,1
141,68,3
529,79,0
471,12,0
268,16,1
371,84,0
209,56,1
281,96,1
650,24,2
857,39,4
585,14,2
681,99,2
524,61,0
552,16,2
740,64,4
796,51,4
268,80,1
34,98,3
881,100,4
598,21,2
634,31,2
395,61,0
36,39,3
190,57,1
729,71,4
131,63,3
194,15,1
35,62,3
382,70,0
228,68,1
314,15,1
745,44,4
740,23,4
592,48,2
621,83,2
743,1,4
37,51,3
395,46,0
284,9,1
225,74,1
379,92,0
784,48,4
839,39,4
489,33,0
433,57,0
441,46,0
358,10,1
137,14,3
114,65,3
503,79,0
197,44,1
610,81,2
778,41,4
91,58,3
460,61,0
152,57,3
706,75,2
676,45,2
237,78,1
895,46,4
551,53,2
730,19,4
891,45,4
503,64,0
371,39,0
682,59,2
878,2,4
286,61,1
738,22,4
629,8,2
138,8,3
330,17,1
183,71,1
63,41,3
319,93,1
670,29,2
276,43,1
758,47,4
759,83,4
242,16,1
355,8,1
192,67,1
590,85,2
581,32,2
726,76,4
387,1,0
26,65,3
614,100,2
317,36,1
675,75,2
885,76,4
653,95,2
93,74,3
856,99,4
424,25,0
889,64,4
55,46,3
457,19,0
730,34,4
22,94,3
702,20,2
20,39,3
144,28,3
409,67,0
94,35,3
234,32,1
311,35,1
236,25,1
602,99,2
68,83,3
390,80,0
347,78,1
529,3,0
517,62,0
291,50,1
852,39,4
120,44,3
278,64,1
13,33,3
806,95,4
552,11,2
1,88,3
745,99,4
887,32,4
103,69,3
881,53,4
267,68,1
171,49,3
669,52,2
148,42,3
32,74,3
678,66,2
346,3,1
727,98,4
693,56,2
783,89,4
118,86,3
761,48,4
855,58,4
237,1,1
124,20,3
362,43,1
857,48,4
802,19,4
748,52,4
300,83,1
241,87,1
227,55,1
169,43,3
17,61,3
413,11,0
810,31,4
797,92,4
152,26,3
71,17,3
157,16,3
509,55,0
42,98,3
597,73,2
398,93,0
751,32,4
179,38,3
19,42,3
183,87,1
756,27,4
715,91,2
201,97,1
458,79,0
395,31,0
553,54,2
355,49,1
879,94,4
397,19,0
169,79,3
202,75,1
56,7,3
561,94,2
130,57,3
110,16,3
628,32,2
263,27,1
427,80,0
42,10,3
36,74,3
880,70,4
147,100,3
893,87,4
328,9,1
825,27,4
882,67,4
729,23,4
105,21,3
639,45,2
292,40,1
780,12,4
86,100,3
736,76,4
546,42,2
264,52,1
468,48,0
457,54,0
166,99,3
763,87,4
31,15,3
62,45,3
623,20,2
237,57,1
868,35,4
223,58,1
721,64,2
845,73,4
373,34,0
170,3,3
742,12,4
651,48,2
497,48,0
327,48,1
587,90,2
229,86,1
385,23,0
812,67,4
119,3,3
43,90,3
227,25,1
319,39,1
192,32,1
189,87,1
878,15,4
119,48,3
609,21,2
720,75,2
54,68,3
351,95,1
176,3,3
667,50,2
511,67,0
726,48,4
658,41,2
593,50,2
349,62,1
395,59,0
293,17,1
804,60,4
238,77,1
824,93,4
356,89,1
93,32,3
323,70,1
138,21,3
117,10,3
879,90,4
462,47,0
53,80,3
258,41,1
300,2,1
490,70,0
72,47,3
553,34,2
113,46,3
513,54,0
815,1,4
132,53,3
564,2,2
189,75,1
493,72,0
366,60,0
687,4,2
774,7,4
753,59,4
722,69,2
132,43,3
431,7,0
668,6,2
64,28,3
899,14,4
693,78,2
228,48,1
212,1,1
249,90,1
871,41,4
613,19,2
384,83,0
570,56,2
698,83,2
312,73,1
890,54,4
552,29,2
866,75,4
858,28,4
364,70,0
277,39,1
158,4,3
564,92,2
11,78,3
297,17,1
404,13,0
732,78,4
402,95,0
472,36,0
815,5,4
777,52,4
135,41,3
900,85,4
459,48,0
588,96,2
731,99,4
5,91,3
197,60,1
393,41,0
815,25,4
12,94,3
219,32,1
635,15,2
187,82,1
239,30,1
168,91,3
400,77,0
379,41,0
786,65,4
764,1,4
264,71,1
832,93,4
713,8,2
245,94,1
789,55,4
261,72,1
755,83,4
138,32,3
13,67,3
70,54,3
613,4,2
776,24,4
352,27,1
174,55,3
204,75,1
36,29,3
741,87,4
438,26,0
121,95,3
152,51,3
8,76,3
552,47,2
91,67,3
184,30,1
100,75,3
646,39,2
603,34,2
114,94,3
112,48,3
634,81,2
569,82,2
465,37,0
405,61,0
234,9,1
245,69,1
846,56,4
838,58,4
883,60,4
858,4,4
723,26,4
20,44,3
170,52,3
91,80,3
405,10,0
64,72,3
190,90,1
508,88,0
643,5,2
761,66,4
733,26,4
764,98,4
532,70,0
21,86,3
586,20,2
191,16,1
411,91,0
437,52,0
369,62,0
680,77,2
281,63,1
270,65,1
552,86,2
73,19,3
325,56,1
549,88,2
854,78,4
764,39,4
627,54,2
810,40,4
888,69,4
412,13,0
821,97,4
364,29,0
173,66,3
721,85,2
692,4,2
762,48,4
893,13,4
165,85,3
649,98,2
491,98,0
86,16,3
240,95,1
216,38,1
666,14,2
79,73,3
585,39,2
444,37,0
881,35,4
59,17,3
706,73,2
673,88,2
413,80,0
655,47,2
760,4,4
348,33,1
817,50,4
207,29,1
794,94,4
813,30,4
82,43,3
677,77,2
201,30,1
638,36,2
348,81,1
652,18,2
325,31,1
280,24,1
121,30,3
368,57,0
248,25,1
747,38,4
608,65,2
334,77,1
304,95,1
880,48,4
660,52,2
211,36,1
81,59,3
129,62,3
25,6,3
42,41,3
446,71,0
729,87,4
763,38,4
655,88,2
755,41,4
428,91,0
500,18,0
291,23,1
164,45,3
242,64,1
770,33,4
68,31,3
617,2,2
807,56,4
751,95,4
773,31,4
812,86,4
570,50,2
523,88,0
812,2,4
465,1,0
483,85,0
238,98,1
215,33,1
341,25,1
415,69,0
832,73,4
271,76,1
743,72,4
183,59,1
812,96,4
515,29,0
558,23,2
808,51,4
190,49,1
45,33,3
459,15,0
362,78,1
900,82,4
171,60,3
47,4,3
523,34,0
731,12,4
300,84,1
335,95,1
543,69,0
138,66,3
20,67,3
522,14,0
630,3,2
247,53,1
680,23,2
172,62,3
281,40,1
519,71,0
373,54,0
379,3,0
338,94,1
470,2,0
557,51,2
295,74,1
667,30,2
211,99,1
313,46,1
361,55,1
109,57,3
775,82,4
149,41,3
654,26,2
899,15,4
453,17,0
324,74,1
93,2,3
715,12,2
628,52,2
468,70,0
426,13,0
644,66,2
377,9,0
535,35,0
263,87,1
637,36,2
183,84,1
633,82,2
407,37,0
598,39,2
766,24,4
28,19,3
5,11,3
635,54,2
738,81,4
312,13,1
6,59,3
659,62,2
571,35,2
777,100,4
735,86,4
340,33,1
872,71,4
753,5,4
74,33,3
690,5,2
405,26,0
556,10,2
607,14,2
714,9,2
547,67,2
340,69,1
36,93,3
371,82,0
629,18,2
790,35,4
457,48,0
448,91,0
543,72,0
106,22,3
532,2,0
57,7,3
184,58,1
65,40,3
478,99,0
728,93,4
80,69,3
365,31,0
443,54,0
440,73,0
361,37,1
658,65,2
28,72,3
730,42,4
604,26,2
413,54,0
264,45,1
579,67,2
712,13,2
674,4,2
661,26,2
599,23,2
542,49,0
877,55,4
896,60,4
241,40,1
377,5,0
143,80,3
365,71,0
544,61,2
196,63,1
735,9,4
573,7,2
385,73,0
574,52,2
500,87,0
805,16,4
218,69,1
882,25,4
586,32,2
788,42,4
688,18,2
59,39,3
756,71,4
5,64,3
704,62,2
724,20,4
442,32,0
603,67,2
658,98,2
340,47,1
755,29,4
847,65,4
361,10,1
91,81,3
775,34,4
732,12,4
25,50,3
673,84,2
813,12,4
750,58,4
360,38,1
49,11,3
382,72,0
785,18,4
751,45,4
822,31,4
887,58,4
369,44,0
821,93,4
631,97,2
357,8,1
741,76,4
299,21,1
297,69,1
255,53,1
584,67,2
227,24,1
31,78,3
829,5,4
418,74,0
893,36,4
524,98,0
703,48,2
674,1,2
693,31,2
74,80,3
439,96,0
397,87,0
361,80,1
368,73,0
809,96,4
522,39,0
198,19,1
449,32,0
461,82,0
373,92,0
200,81,1
487,35,0
293,60,1
40,99,3
782,34,4
286,89,1
552,45,2
430,62,0
728,93,4
433,18,0
621,19,2
146,36,3
366,64,0
853,39,4
332,69,1
620,60,2
835,76,4
494,57,0
613,7,2
738,6,4
230,46,1
358,10,1
621,42,2
348,44,1
861,29,4
873,85,4
517,35,0
27,23,3
875,33,4
362,56,1
551,13,2
485,8,0
261,44,1
847,23,4
54,77,3
172,46,3
393,54,0
266,87,1
504,2,0
314,45,1
858,15,4
669,74,2
470,8,0
459,72,0
55,17,3
757,69,4
330,67,1
870,77,4
379,99,0
7,71,3
891,38,4
588,93,2
708,79,2
769,90,4
206,50,1
187,23,1
233,77,1
403,97,0
270,52,1
144,95,3
91,71,3
505,15,0
201,76,1
624,98,2
846,41,4
80,82,3
437,84,0
679,76,2
889,46,4
169,57,3
344,75,1
519,65,0
617,91,2
601,27,2
684,38,2
298,6,1
685,45,2
47,88,3
27,33,3
858,63,4
591,24,2
684,56,2
243,8,1
497,58,0
51,11,3
312,17,1
76,93,3
507,35,0
450,80,0
369,23,0
250,30,1
80,26,3
10,67,3
405,64,0
430,7,0
771,76,4
405,41,0
456,15,0
160,81,3
510,10,0
773,48,4
471,7,0
360,66,1
9,59,3
235,48,1
89,87,3
841,72,4
723,51,4
258,57,1
813,39,4
695,74,2
789,96,4
714,60,2
678,48,2
655,75,2
349,60,1
792,60,4
721,61,2
335,25,1
520,65,0
859,42,4
233,8,1
54,72,3
495,3,0
510,81,0
782,83,4
722,52,2
204,23,1
742,19,4
510,33,0
688,59,2
575,82,2
816,95,4
395,97,0
385,41,0
710,41,2
46,58,3
57,84,3
157,29,3
340,40,1
755,98,4
217,36,1
7,87,3
683,14,2
261,82,1
800,46,4
594,5,2
329,47,1
447,51,0
842,73,4
186,74,1
213,79,1
583,41,2
296,31,1
125,65,3
706,90,2
206,74,1
595,88,2
435,16,0
127,28,3
464,99,0
525,90,0
188,77,1
878,41,4
249,26,1
866,43,4
458,57,0
56,40,3
584,20,2
386,94,0
133,33,3
277,73,1
265,11,1
455,82,0
474,71,0
437,8,0
408,60,0
204,96,1
674,30,2
187,37,1
318,71,1
204,23,1
798,18,4
247,65,1
660,81,2
439,79,0
671,52,2
232,35,1
61,69,3
61,88,3
297,42,1
629,57,2
861,10,4
245,95,1
176,46,3
75,9,3
74,94,3
557,87,2
170,67,3
181,83,3
619,45,2
132,85,3
533,2,0
613,84,2
389,48,0
292,8,1
601,93,2
531,90,0
688,42,2
871,30,4
843,25,4
838,19,4
891,72,4
575,55,2
309,86,1
515,44,0
143,94,3
249,20,1
695,68,2
681,25,2
74,21,3
219,33,1
614,96,2
667,5,2
800,20,4
529,47,0
90,59,3
56,31,3
675,47,2
688,82,2
539,57,0
518,85,0
879,19,4
795,95,4
337,16,1
290,79,1
434,43,0
129,100,3
843,98,4
73,88,3
591,26,2
64,59,3
565,15,2
434,47,0
900,97,4
13,17,3
535,75,0
100,64,3
70,25,3
880,5,4
394,65,0
336,69,1
298,86,1
418,4,0
264,56,1
332,96,1
392,54,0
175,24,3
572,42,2
25,82,3
118,81,3
569,21,2
744,37,4
205,2,1
442,57,0
661,70,2
837,26,4
414,77,0
775,17,4
389,32,0
79,64,3
776,16,4
77,78,3
382,77,0
682,42,2
614,11,2
124,16,3
108,55,3
211,18,1
149,62,3
96,72,3
256,50,1
379,75,0
377,74,0
182,3,3
1,21,3
393,83,0
87,36,3
591,89,2
561,69,2
169,91,3
219,82,1
608,76,2
381,53,0
828,87,4
752,24,4
515,95,0
481,11,0
369,34,0
202,28,1
37,24,3
726,72,4
879,46,4
714,40,2
150,3,3
288,88,1
806,48,4
831,52,4
270,31,1
747,15,4
350,86,1
855,49,4
404,65,0
397,4,0
62,70,3
430,36,0
522,65,0
619,59,2
12,27,3
168,64,3
658,3,2
612,49,2
171,23,3
307,46,1
898,36,4
864,9,4
480,61,0
688,91,2
888,13,4
28,26,3
19,3,3
756,53,4
454,1,0
570,25,2
625,77,2
568,74,2
645,73,2
627,32,2
353,37,1
271,27,1
349,38,1
629,8,2
540,80,0
776,35,4
453,92,0
513,68,0
281,85,1
775,37,4
737,20,4
345,62,1
287,36,1
659,66,2
826,34,4
95,70,3
777,13,4
888,8,4
834,92,4
783,64,4
564,77,2
118,77,3
696,34,2
214,40,1
47,71,3
893,76,4
544,75,2
573,70,2
749,63,4
734,65,4
34,7,3
805,58,4
878,99,4
493,92,0
318,81,1
68,44,3
675,9,2
872,38,4
705,10,2
372,73,0
879,6,4
32,64,3
825,31,4
9,14,3
561,3,2
512,54,0
581,42,2
64,15,3
240,12,1
409,95,0
144,35,3
424,15,0
634,93,2
760,86,4
523,66,0
554,20,2
189,45,1
82,1,3
484,90,0
758,21,4
295,16,1
80,76,3
614,93,2
483,54,0
877,69,4
486,51,0
552,55,2
72,86,3
497,7,0
616,45,2
810,73,4
578,2,2
603,96,2
540,92,0
867,87,4
827,16,4
15,49,3
621,63,2
370,91,0
268,94,1
398,61,0
256,47,1
456,100,0
728,88,4
425,7,0
102,24,3
737,81,4
884,64,4
822,91,4
79,38,3
652,74,2
601,88,2
254,73,1
254,46,1
704,33,2
190,99,1
579,81,2
382,32,0
411,59,0
513,58,0
533,54,0
256,45,1
622,86,2
11,38,3
802,36,4
13,5,3
650,69,2
382,24,0
64,97,3
158,88,3
610,78,2
785,40,4
298,42,1
862,14,4
680,80,2
696,91,2
693,18,2
605,23,2
160,61,3
678,89,2
707,46,2
189,52,1
299,87,1
362,23,1
276,34,1
746,79,4
367,67,0
365,32,0
641,82,2
481,68,0
605,71,2
595,48,2
585,61,2
464,45,0
699,71,2
616,48,2
133,37,3
832,86,4
475,8,0
543,48,0
419,82,0
176,50,3
434,13,0
384,11,0
125,36,3
59,77,3
239,79,1
79,44,3
369,59,0
392,41,0
737,47,4
572,32,2
832,80,4
697,12,2
329,39,1
287,21,1
343,39,1
350,8,1
661,86,2
309,63,1
95,95,3
331,93,1
337,26,1
514,79,0
119,76,3
751,14,4
620,13,2
778,6,4
18,8,3
470,43,0
628,2,2
799,23,4
514,63,0
796,82,4
233,90,1
220,34,1
810,54,4
461,82,0
477,70,0
82,21,3
621,34,2
239,31,1
712,21,2
454,92,0
856,66,4
307,17,1
783,39,4
846,20,4
90,73,3
309,71,1
730,53,4
244,95,1
484,1,0
513,99,0
732,1,4
65,35,3
121,35,3
526,48,0
178,3,3
714,43,2
32,95,3
31,31,3
507,82,0
171,79,3
259,66,1
130,78,3
240,18,1
336,51,1
70,2,3
401,2,0
896,69,4
320,52,1
474,47,0
73,57,3
688,40,2
171,89,3
722,63,2
528,2,0
246,3,1
873,50,4
31,21,3
860,22,4
875,68,4
666,18,2
533,67,0
243,78,1
873,35,4
496,61,0
654,41,2
822,33,4
161,21,3
718,2,2
762,68,4
893,55,4
860,20,4
865,14,4
795,73,4
485,94,0
867,2,4
732,37,4
380,44,0
56,13,3
690,43,2
281,90,1
358,75,1
838,21,4
62,63,3
120,11,3
480,38,0
591,26,2
590,59,2
198,91,1
431,39,0
542,62,0
23,23,3
823,22,4
883,94,4
322,25,1
719,97,2
23,10,3
798,90,4
298,43,1
553,75,2
606,74,2
696,81,2
756,3,4
860,25,4
871,37,4
864,99,4
833,30,4
444,35,0
723,78,4
801,80,4
685,9,2
240,35,1
547,34,2
177,48,3
609,34,2
360,26,1
764,78,4
759,26,4
819,36,4
81,66,3
454,39,0
488,8,0
459,54,0
756,18,4
835,13,4
877,28,4
159,51,3
867,1,4
246,53,1
359,31,1
493,36,0
516,28,0
149,60,3
565,16,2
715,61,2
194,22,1
800,5,4
714,63,2
6,42,3
749,74,4
886,72,4
758,15,4
628,32,2
874,52,4
464,98,0
238,27,1
442,50,0
526,6,0
172,52,3
711,53,2
546,98,2
708,93,2
342,21,1
515,42,0
481,6,0
341,4,1
853,28,4
870,100,4
812,20,4
211,97,1
538,59,0
281,15,1
261,66,1
268,81,1
887,12,4
524,28,0
563,18,2
605,86,2
753,93,4
137,18,3
643,85,2
339,98,1
756,45,4
600,12,2
780,91,4
323,70,1
274,6,1
561,14,2
808,40,4
270,9,1
452,95,0
71,37,3
213,44,1
494,72,0
142,2,3
472,41,0
480,96,0
536,57,0
296,3,1
851,2,4
512,90,0
892,71,4
502,87,0
614,4,2
294,62,1
709,60,2
205,92,1
40,60,3
14,63,3
128,8,3
387,56,0
259,6,1
540,18,0
832,9,4
353,85,1
390,38,0
830,45,4
789,83,4
312,47,1
322,31,1
817,41,4
265,6,1
143,23,3
257,17,1
620,34,2
802,85,4
18,100,3
833,56,4
151,79,3
878,93,4
63,48,3
473,36,0
405,67,0
80,43,3
606,63,2
785,60,4
802,64,4
101,33,3
750,25,4
692,57,2
275,13,1
859,56,4
173,57,3
833,66,4
260,97,1
208,71,1
503,14,0
220,43,1
490,70,0
140,10,3
756,30,4
114,33,3
409,42,0
795,80,4
317,57,1
461,77,0
612,89,2
690,63,2
752,70,4
169,90,3
150,34,3
272,62,1
441,49,0
109,2,3
451,39,0
580,71,2
766,12,4
268,86,1
343,52,1
4,93,3
899,50,4
207,56,1
296,89,1
699,54,2
484,29,0
794,39,4
253,84,1
394,70,0
773,3,4
659,39,2
42,89,3
61,51,3
755,37,4
704,61,2
596,92,2
154,34,3
532,98,0
14,13,3
95,46,3
495,84,0
796,1,4
133,96,3
510,91,0
799,70,4
84,50,3
104,41,3
868,26,4
470,55,0
610,86,2
50,58,3
18,48,3
281,19,1
134,79,3
690,97,2
256,11,1
821,45,4
566,28,2
477,16,0
896,5,4
321,18,1
108,92,3
503,66,0
838,61,4
251,34,1
777,59,4
202,92,1
281,79,1
108,73,3
640,65,2
140,88,3
834,6,4
208,37,1
177,90,3
133,97,3
35,95,3
863,92,4
200,29,1
95,78,3
510,46,0
42,22,3
888,10,4
900,64,4
741,47,4
611,25,2
182,33,3
323,46,1
896,46,4
273,7,1
210,90,1
753,68,4
780,100,4
611,95,2
790,23,4
607,52,2
885,97,4
658,31,2
442,95,0
668,79,2
75,49,3
310,40,1
757,75,4
580,97,2
211,89,1
291,95,1
660,84,2
513,75,0
5,45,3
667,63,2
200,21,1
506,37,0
541,39,0
284,96,1
689,46,2
493,81,0
68,38,3
38,90,3
530,88,0
882,98,4
386,51,0
429,64,0
462,55,0
234,29,1
424,24,0
442,15,0
191,57,1
538,86,0
537,24,0
309,18,1
448,53,0
771,26,4
107,21,3
480,97,0
671,19,2
32,20,3
557,38,2
458,74,0
270,91,1
702,100,2
365,45,0
166,52,3
201,64,1
272,58,1
644,96,2
775,49,4
399,17,0
89,16,3
843,12,4
316,3,1
820,67,4
786,82,4
715,94,2
532,42,0
418,82,0
101,38,3
429,13,0
337,25,1
721,34,2
800,46,4
481,74,0
131,20,3
313,12,1
67,66,3
634,40,2
117,3,3
214,6,1
341,91,1
329,76,1
415,39,0
700,41,2
95,13,3
3,65,3
869,66,4
386,25,0
702,21,2
588,88,2
141,65,3
588,81,2
617,57,2
141,52,3
843,62,4
359,16,1
23,94,3
666,33,2
340,6,1
252,54,1
236,8,1
260,20,1
208,53,1
689,99,2
448,54,0
877,37,4
51,28,3
280,51,1
202,68,1
878,23,4
668,62,2
48,68,3
424,55,0
877,84,4
310,11,1
197,96,1
896,56,4
844,90,4
427,6,0
843,99,4
126,71,3
342,58,1
888,22,4
694,3,2
664,38,2
457,7,0
150,48,3
514,59,0
516,38,0
481,54,0
230,10,1
645,94,2
799,85,4
601,99,2
655,11,2
30,4,3
866,98,4
714,9,2
696,25,2
571,9,2
867,15,4
407,5,0
339,45,1
682,62,2
355,31,1
230,72,1
219,97,1
586,83,2
586,24,2
127,4,3
110,97,3
535,50,0
647,96,2
870,9,4
571,6,2
258,25,1
519,88,0
432,9,0
237,10,1
316,35,1
148,51,3
796,48,4
545,72,2
894,2,4
637,67,2
716,41,2
695,77,2
214,10,1
294,19,1
888,64,4
90,36,3
481,98,0
55,2,3
260,10,1
470,69,0
389,36,0
64,78,3
219,24,1
706,26,2
637,90,2
890,77,4
674,99,2
532,19,0
138,14,3
366,21,0
846,81,4
676,37,2
420,63,0
589,56,2
198,26,1
761,29,4
780,87,4
821,28,4
596,50,2
513,31,0
814,100,4
263,20,1
757,20,4
235,43,1
42,22,3
166,75,3
158,89,3
371,71,0
676,10,2
109,95,3
100,76,3
49,39,3
375,46,0
698,64,2
661,1,2
347,80,1
823,72,4
801,50,4
565,95,2
690,38,2
814,97,4
473,34,0
463,95,0
283,79,1
189,5,1
898,27,4
769,51,4
751,50,4
510,61,0
735,47,4
649,73,2
78,53,3
82,17,3
83,98,3
477,26,0
303,33,1
563,58,2
421,45,0
598,79,2
55,20,3
506,99,0
862,62,4
817,39,4
368,70,0
464,92,0
814,98,4
841,23,4
824,77,4
571,42,2
